,갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
0,,1990,,,2016,(339-4),후암동,"1,000",용산구,1,50,3,34.38,,,339-4,11170,2
1,,2004,,,2016,갈월동 에이트리움,갈월동,"8,000",용산구,1,0,5,34.21,,,101-49,11170,21
2,,2004,,,2016,갈월동 에이트리움,갈월동,"1,000",용산구,1,80,16,30.97,,,101-49,11170,7
3,,2015,,,2016,트윈시티 남산,동자동,"1,000",용산구,1,100,21,27.69,,,56,11170,14
4,,2013,,,2016,센트레빌아스테리움서울,동자동,"30,000",용산구,1,0,23,47.39,,,45,11170,15
5,,2014,,,2016,아인하우스,원효로3가,"14,000",용산구,1,0,26,23.04,,,277-36,11170,3
6,,2010,,,2016,리첸시아 용산B,문배동,"30,000",용산구,1,0,7,40.23,,,40-31,11170,2
7,,2013,,,2016,용산큐브,문배동,"2,000",용산구,1,60,11,17.46,,,24-4,11170,11
8,,2007,,,2016,용산아크로타워,문배동,"35,000",용산구,1,0,25,51.45,,,24-21,11170,5
9,,2013,,,2016,용산큐브,문배동,"5,000",용산구,1,45,26,17.46,,,24-4,11170,9
10,,2007,,,2016,용산씨제이나인파크,문배동,"35,000",용산구,1,0,30,54.96,,,24-6,11170,11
11,,2005,,,2016,용산파크자이,한강로1가,"6,000",용산구,1,85,6,39.03,,,50-1,11170,32
12,,2005,,,2016,용산파크자이,한강로1가,"13,000",용산구,1,45,9,33.6,,,50-1,11170,23
13,,2007,,,2016,대우 월드마크 용산,한강로1가,"30,000",용산구,1,70,23,79.65,,,64,11170,17
14,,2005,,,2016,용산파크자이,한강로1가,"27,000",용산구,1,0,25,39.03,,,50-1,11170,16
15,,2005,,,2016,한강현대하이엘,한강로2가,"12,000",용산구,1,0,4,40.28,,,2-36,11170,13
16,,2005,,,2016,한강로벽산메가트리움,한강로2가,"20,000",용산구,1,0,5,30.06,,,2-8,11170,21
17,,2004,,,2016,한강로 대우아이빌,한강로2가,"4,000",용산구,1,60,6,34.83,,,2-11,11170,6
18,,2005,,,2016,한강로벽산메가트리움,한강로2가,"19,000",용산구,1,0,9,29.54,,,2-8,11170,11
19,,2012,,,2016,아스테리움 용산,한강로2가,"25,000",용산구,1,50,12,49.85,,,419,11170,19
20,,2004,,,2016,대우디오빌한강로오피스텔,한강로2가,"5,000",용산구,1,80,18,33.95,,,312-4,11170,3
21,,2005,,,2016,한강현대하이엘,한강로2가,"3,000",용산구,1,60,22,30.03,,,2-36,11170,7
22,,2005,,,2016,한강현대하이엘,한강로2가,"20,000",용산구,1,0,23,41.82,,,2-36,11170,10
23,,2006,,,2016,지에스 한강에클라스,한강로3가,"15,000",용산구,1,0,21,35.06,,,16-85,11170,7
24,,2007,,,2016,용산 시티파크(63-389),한강로3가,"2,000",용산구,1,150,23,48.05,,,63-389,11170,8
25,,2006,,,2016,지에스 한강에클라스,한강로3가,"18,000",용산구,1,0,25,40.86,,,16-85,11170,9
26,,2004,,,2016,한강대우트럼프월드3,한강로3가,"2,000",용산구,1,65,29,25.52,,,65-230,11170,9
0,,1990,,,2016,(339-4),후암동,"6,000",용산구,2,10,16,34.38,,,339-4,11170,2
1,,1990,,,2016,(339-4),후암동,"3,000",용산구,2,40,17,34.38,,,339-4,11170,2
2,,1990,,,2016,(339-4),후암동,"1,000",용산구,2,45,23,34.38,,,339-4,11170,2
3,,2004,,,2016,그린빌파크,갈월동,"2,000",용산구,2,47,27,24.92,,,53-19,11170,4
4,,2004,,,2016,서울역풍림아이원플러스,서계동,"15,000",용산구,2,0,18,27.95,,,219-17,11170,4
5,,2004,,,2016,디아뜨 센트럴,원효로1가,"1,000",용산구,2,65,2,25.5,,,112-4,11170,13
6,,2004,,,2016,디아뜨 센트럴,원효로1가,"1,000",용산구,2,65,2,25.5,,,112-4,11170,6
7,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,2,90,11,29.97,,,11-10,11170,6
8,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,2,85,16,29.97,,,11-10,11170,4
9,,2013,,,2016,용산큐브,문배동,"5,000",용산구,2,50,17,17.46,,,24-4,11170,13
10,,2007,,,2016,이안용산프리미어,문배동,"35,500",용산구,2,0,19,66.24,,,3-3,11170,2
11,,2015,,,2016,용산KCC웰츠타워,문배동,"31,000",용산구,2,0,20,38.95,,,11-10,11170,7
12,,2007,,,2016,이안용산프리미어,문배동,"20,000",용산구,2,90,24,84.51,,,3-3,11170,2
13,,2007,,,2016,용산씨제이나인파크,문배동,"3,000",용산구,2,155,24,68.41,,,24-6,11170,10
14,,2007,,,2016,이안용산프리미어,문배동,"25,000",용산구,2,55,26,72.99,,,3-3,11170,7
15,,2015,,,2016,용산KCC웰츠타워,문배동,"8,000",용산구,2,50,26,27.46,,,11-10,11170,5
16,,2007,,,2016,대우 월드마크 용산,한강로1가,"50,000",용산구,2,0,5,86.38,,,64,11170,22
17,,2005,,,2016,용산파크자이,한강로1가,"21,000",용산구,2,0,13,28.46,,,50-1,11170,9
18,,2005,,,2016,용산파크자이,한강로1가,"23,000",용산구,2,0,13,36.13,,,50-1,11170,6
19,,2005,,,2016,용산파크자이,한강로1가,"12,000",용산구,2,60,20,37.26,,,50-1,11170,5
20,,2005,,,2016,용산파크자이,한강로1가,"28,000",용산구,2,0,22,50.31,,,50-1,11170,4
21,,2005,,,2016,용산파크자이,한강로1가,"27,000",용산구,2,0,26,50.31,,,50-1,11170,12
22,,2005,,,2016,용산파크자이,한강로1가,"26,000",용산구,2,0,27,39.03,,,50-1,11170,10
23,,2005,,,2016,한강로벽산메가트리움,한강로2가,"19,000",용산구,2,5,1,30.35,,,2-8,11170,28
24,,2005,,,2016,한강로벽산메가트리움,한강로2가,"20,000",용산구,2,0,1,30.06,,,2-8,11170,21
25,,2005,,,2016,한강로벽산메가트리움,한강로2가,"17,000",용산구,2,0,6,30.35,,,2-8,11170,24
26,,2005,,,2016,한강로벽산메가트리움,한강로2가,"5,000",용산구,2,65,20,33.02,,,2-8,11170,6
27,,2005,,,2016,한강현대하이엘,한강로2가,"18,000",용산구,2,0,22,42.32,,,2-36,11170,15
28,,2004,,,2016,한강대우트럼프월드3,한강로3가,"50,000",용산구,2,0,1,105.4,,,65-230,11170,30
29,,2004,,,2016,한강대우트럼프월드3,한강로3가,"10,000",용산구,2,55,1,30.91,,,65-230,11170,29
30,,2004,,,2016,한강대우트럼프월드3,한강로3가,"7,000",용산구,2,80,5,39.7,,,65-230,11170,21
31,,2007,,,2016,용산 시티파크(63-387),한강로3가,"32,000",용산구,2,0,13,60.48,,,63-387,11170,4
32,,2004,,,2016,한강대우트럼프월드3,한강로3가,"18,000",용산구,2,0,22,25.59,,,65-230,11170,15
33,,2007,,,2016,용산 시티파크(63-389),한강로3가,"53,000",용산구,2,0,24,81.7,,,63-389,11170,6
0,,2013,,,2016,센트레빌아스테리움서울,동자동,"30,000",용산구,3,0,5,47.39,,,45,11170,7
1,,1990,,,2016,(1),원효로2가,"1,000",용산구,3,50,10,22.03,,,1,11170,4
2,,2007,,,2016,이안용산프리미어,문배동,"8,000",용산구,3,70,1,47.51,,,3-3,11170,3
3,,2007,,,2016,용산아크로타워,문배동,"30,000",용산구,3,0,4,51.45,,,24-21,11170,7
4,,2007,,,2016,이안용산프리미어,문배동,"37,000",용산구,3,0,5,72.46,,,3-3,11170,6
5,,2013,,,2016,용산큐브,문배동,"16,000",용산구,3,0,5,17.46,,,24-4,11170,3
6,,2010,,,2016,리첸시아 용산B,문배동,"29,000",용산구,3,0,5,46.52,,,40-31,11170,3
7,,2015,,,2016,용산KCC웰츠타워,문배동,"38,000",용산구,3,0,8,59.57,,,11-10,11170,4
8,,2005,,,2016,이안 용산1차(11-14),문배동,"34,500",용산구,3,0,16,61.06,,,11-14,11170,15
9,,2005,,,2016,이안 용산1차(11-14),문배동,"34,000",용산구,3,0,19,63.2,,,11-14,11170,6
10,,2005,,,2016,이안 용산1차(11-14),문배동,"15,000",용산구,3,80,19,73.56,,,11-14,11170,11
11,,2007,,,2016,용산아크로타워,문배동,"7,000",용산구,3,80,24,38.37,,,24-21,11170,6
12,,2013,,,2016,용산큐브,문배동,"10,000",용산구,3,30,26,17.46,,,24-4,11170,6
13,,2013,,,2016,용산큐브,문배동,"15,000",용산구,3,0,26,17.46,,,24-4,11170,4
14,,2012,,,2016,프라임펠리스,문배동,"22,000",용산구,3,0,30,27.83,,,24-8,11170,8
15,,2015,,,2016,용산KCC웰츠타워,문배동,"20,000",용산구,3,0,30,23.44,,,11-10,11170,6
16,,2005,,,2016,용산파크자이,한강로1가,"6,000",용산구,3,105,18,37.26,,,50-1,11170,19
17,,2007,,,2016,대우 월드마크 용산,한강로1가,"5,000",용산구,3,250,23,104.29,,,64,11170,29
18,,2005,,,2016,한강로벽산메가트리움,한강로2가,"6,000",용산구,3,50,1,29.54,,,2-8,11170,14
19,,2012,,,2016,아스테리움 용산,한강로2가,"25,000",용산구,3,60,2,49.66,,,419,11170,26
20,,2004,,,2016,한강로 대우아이빌,한강로2가,"21,000",용산구,3,0,5,39.76,,,2-11,11170,2
21,,2012,,,2016,아스테리움 용산,한강로2가,"35,000",용산구,3,0,5,49.98,,,419,11170,24
22,,2012,,,2016,아스테리움 용산,한강로2가,"10,000",용산구,3,110,7,49.85,,,419,11170,18
23,,2005,,,2016,한강현대하이엘,한강로2가,"19,000",용산구,3,0,10,40.28,,,2-36,11170,15
24,,2005,,,2016,한강현대하이엘,한강로2가,"19,000",용산구,3,0,10,40.28,,,2-36,11170,15
25,,2012,,,2016,아스테리움 용산,한강로2가,"38,000",용산구,3,0,19,49.66,,,419,11170,22
26,,2005,,,2016,한강로벽산메가트리움,한강로2가,"15,000",용산구,3,10,25,29.54,,,2-8,11170,3
27,,2005,,,2016,한강로벽산메가트리움,한강로2가,"20,000",용산구,3,0,25,29.54,,,2-8,11170,13
28,,2009,,,2016,파크타워,용산동5가,"85,000",용산구,3,0,19,150.6,,,24,11170,14
29,,2004,,,2016,한강대우트럼프월드3,한강로3가,"23,000",용산구,3,0,14,30.91,,,65-230,11170,7
30,,2006,,,2016,지에스 한강에클라스,한강로3가,"17,000",용산구,3,0,14,41.07,,,16-85,11170,8
31,,2004,,,2016,한강대우트럼프월드3,한강로3가,"35,500",용산구,3,0,24,48.53,,,65-230,11170,19
32,,2004,,,2016,한강대우트럼프월드3,한강로3가,"16,000",용산구,3,0,28,25.52,,,65-230,11170,30
33,,2004,,,2016,언고오피스텔,한남동,"1,000",용산구,3,60,30,20.85,,,72-17,11170,4
0,,1990,,,2016,(339-4),후암동,"1,000",용산구,4,50,20,34.38,,,339-4,11170,2
1,,2004,,,2016,그린빌파크,갈월동,"1,000",용산구,4,52,5,23.01,,,53-19,11170,4
2,,2004,,,2016,갈월동 에이트리움,갈월동,"8,000",용산구,4,0,25,34.11,,,101-49,11170,21
3,,2004,,,2016,디아뜨 센트럴,원효로1가,"5,000",용산구,4,40,30,25.19,,,112-4,11170,13
4,,2014,,,2016,아인하우스,원효로3가,"13,000",용산구,4,0,30,21.27,,,277-36,11170,3
5,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,4,85,1,29.69,,,11-10,11170,4
6,,2015,,,2016,용산KCC웰츠타워,문배동,"26,000",용산구,4,0,2,37.48,,,11-10,11170,6
7,,2015,,,2016,용산KCC웰츠타워,문배동,"4,000",용산구,4,70,2,31.37,,,11-10,11170,8
8,,2007,,,2016,이안용산프리미어,문배동,"38,000",용산구,4,0,9,72.46,,,3-3,11170,7
9,,2015,,,2016,용산KCC웰츠타워,문배동,"21,000",용산구,4,0,9,29.69,,,11-10,11170,7
10,,2015,,,2016,용산KCC웰츠타워,문배동,"7,000",용산구,4,60,9,37.24,,,11-10,11170,7
11,,2015,,,2016,용산KCC웰츠타워,문배동,"25,000",용산구,4,0,11,38.48,,,11-10,11170,4
12,,2015,,,2016,용산KCC웰츠타워,문배동,"18,000",용산구,4,0,11,27.55,,,11-10,11170,3
13,,2015,,,2016,용산KCC웰츠타워,문배동,"25,000",용산구,4,0,12,33.1,,,11-10,11170,5
14,,2007,,,2016,용산아크로타워,문배동,"22,000",용산구,4,50,14,48.28,,,24-21,11170,5
15,,2015,,,2016,용산KCC웰츠타워,문배동,"5,000",용산구,4,90,16,37.24,,,11-10,11170,7
16,,2010,,,2016,리첸시아 용산B,문배동,"22,000",용산구,4,50,16,59.2,,,40-31,11170,3
17,,2004,,,2016,삼라마이다스빌,문배동,"9,000",용산구,4,0,16,28.23,,,40-19,11170,4
18,,2015,,,2016,용산KCC웰츠타워,문배동,"15,000",용산구,4,55,18,38.48,,,11-10,11170,8
19,,2015,,,2016,용산KCC웰츠타워,문배동,"20,000",용산구,4,45,18,38.19,,,11-10,11170,8
20,,2005,,,2016,이안 용산1차(11-14),문배동,"34,500",용산구,4,0,19,63.2,,,11-14,11170,11
21,,2007,,,2016,용산씨제이나인파크,문배동,"36,000",용산구,4,0,19,71.39,,,24-6,11170,9
22,,2007,,,2016,용산아크로타워,문배동,"20,000",용산구,4,60,19,48.28,,,24-21,11170,9
23,,2007,,,2016,용산씨제이나인파크,문배동,"10,000",용산구,4,100,20,63.96,,,24-6,11170,12
24,,2015,,,2016,용산KCC웰츠타워,문배동,"20,000",용산구,4,0,21,29.97,,,11-10,11170,5
25,,2013,,,2016,용산큐브,문배동,"5,000",용산구,4,45,23,17.46,,,24-4,11170,6
26,,2015,,,2016,용산KCC웰츠타워,문배동,"2,000",용산구,4,80,23,29.9,,,11-10,11170,7
27,,2015,,,2016,용산KCC웰츠타워,문배동,"19,500",용산구,4,25,25,35.79,,,11-10,11170,4
28,,2010,,,2016,리첸시아 용산B,문배동,"15,000",용산구,4,55,27,40.23,,,40-31,11170,3
29,,2005,,,2016,용산파크자이,한강로1가,"1,000",용산구,4,100,12,39.03,,,50-1,11170,9
30,,2005,,,2016,용산파크자이,한강로1가,"28,000",용산구,4,0,28,39.03,,,50-1,11170,17
31,,2005,,,2016,한강로벽산메가트리움,한강로2가,"20,500",용산구,4,0,14,32.15,,,2-8,11170,11
32,,2004,,,2016,대우디오빌한강로오피스텔,한강로2가,"17,500",용산구,4,0,16,32.19,,,312-4,11170,17
33,,2005,,,2016,한강로벽산메가트리움,한강로2가,"1,000",용산구,4,80,18,29.54,,,2-8,11170,16
34,,2012,,,2016,아스테리움 용산,한강로2가,"37,000",용산구,4,0,29,49.66,,,419,11170,27
35,,2004,,,2016,한강대우트럼프월드3,한강로3가,"21,000",용산구,4,0,8,30.91,,,65-230,11170,5
36,,2007,,,2016,용산 시티파크(63-387),한강로3가,"38,000",용산구,4,0,13,43.77,,,63-387,11170,2
37,,2007,,,2016,용산 시티파크(63-389),한강로3가,"35,000",용산구,4,0,15,48.05,,,63-389,11170,5
38,,2004,,,2016,한강대우트럼프월드3,한강로3가,"5,000",용산구,4,90,19,38.14,,,65-230,11170,17
39,,2004,,,2016,한강대우트럼프월드3,한강로3가,"36,000",용산구,4,0,25,48.53,,,65-230,11170,18
40,,2004,,,2016,한강대우트럼프월드3,한강로3가,"10,000",용산구,4,55,27,30.91,,,65-230,11170,29
0,,2004,,,2016,갈월동 에이트리움,갈월동,"19,000",용산구,5,0,4,34.11,,,101-49,11170,11
1,,2004,,,2016,그린빌파크,갈월동,"1,000",용산구,5,52,16,23.01,,,53-19,11170,4
2,,2015,,,2016,트윈시티 남산,동자동,"1,000",용산구,5,100,2,27.42,,,56,11170,23
3,,2015,,,2016,트윈시티 남산,동자동,"1,000",용산구,5,85,20,21.52,,,56,11170,17
4,,2004,,,2016,서울역풍림아이원플러스,서계동,"19,000",용산구,5,0,24,28.79,,,219-17,11170,6
5,,2014,,,2016,아인하우스,원효로3가,"13,500",용산구,5,0,13,24.48,,,277-36,11170,4
6,,2005,,,2016,이안 용산1차(11-29),문배동,"17,500",용산구,5,0,1,30.04,,,11-29,11170,13
7,,2013,,,2016,용산큐브,문배동,"16,000",용산구,5,0,11,17.46,,,24-4,11170,8
8,,2004,,,2016,삼라마이다스빌,문배동,"16,000",용산구,5,0,13,25.11,,,40-19,11170,7
9,,2005,,,2016,이안 용산1차(11-14),문배동,"34,000",용산구,5,0,14,63.2,,,11-14,11170,12
10,,2015,,,2016,용산KCC웰츠타워,문배동,"30,000",용산구,5,0,14,38.95,,,11-10,11170,6
11,,2015,,,2016,용산KCC웰츠타워,문배동,"27,500",용산구,5,0,23,39.69,,,11-10,11170,4
12,,2015,,,2016,용산KCC웰츠타워,문배동,"12,000",용산구,5,80,23,47.54,,,11-10,11170,7
13,,2013,,,2016,용산큐브,문배동,"16,000",용산구,5,0,26,17.46,,,24-4,11170,6
14,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,5,85,26,29.97,,,11-10,11170,7
15,,2013,,,2016,용산큐브,문배동,"17,000",용산구,5,0,26,17.46,,,24-4,11170,6
16,,2015,,,2016,용산KCC웰츠타워,문배동,"26,000",용산구,5,0,27,38.13,,,11-10,11170,8
17,,2010,,,2016,리첸시아 용산B,문배동,"30,000",용산구,5,0,28,59.57,,,40-31,11170,2
18,,2005,,,2016,용산파크자이,한강로1가,"1,000",용산구,5,100,28,37.26,,,50-1,11170,7
19,,2004,,,2016,한강로 대우아이빌,한강로2가,"6,000",용산구,5,55,3,34.83,,,2-11,11170,5
20,,2012,,,2016,아스테리움 용산,한강로2가,"35,000",용산구,5,0,28,49.66,,,419,11170,16
21,,2004,,,2016,대우디오빌한강로오피스텔,한강로2가,"3,000",용산구,5,55,28,30.64,,,312-4,11170,13
22,,2005,,,2016,한강로벽산메가트리움,한강로2가,"18,000",용산구,5,15,31,32.87,,,2-8,11170,9
23,,2009,,,2016,파크타워,용산동5가,"65,000",용산구,5,0,18,123.34,,,24,11170,8
24,,2009,,,2016,파크타워,용산동5가,"65,000",용산구,5,0,23,123.34,,,24,11170,7
25,,2004,,,2016,한강대우트럼프월드3,한강로3가,"25,000",용산구,5,0,17,38.14,,,65-230,11170,11
26,,2007,,,2016,용산 시티파크(63-389),한강로3가,"50,000",용산구,5,0,27,74.73,,,63-389,11170,5
27,,2004,,,2016,한강대우트럼프월드3,한강로3가,"8,000",용산구,5,110,28,49.66,,,65-230,11170,16
28,,2004,,,2016,한남동 하이페리온Ⅱ,한남동,"86,000",용산구,5,0,2,139.38,,,550,11170,2
29,,2002,,,2016,(726-116),한남동,"2,000",용산구,5,160,26,68.87,,,726-116,11170,3
0,,1990,,,2016,(339-4),후암동,"1,000",용산구,6,50,8,34.38,,,339-4,11170,3
1,,2015,,,2016,트윈시티 남산,동자동,"1,000",용산구,6,110,13,29.95,,,56,11170,10
2,,2013,,,2016,센트레빌아스테리움서울,동자동,"55,000",용산구,6,0,24,99.36,,,45,11170,16
3,,2004,,,2016,디아뜨 센트럴,원효로1가,"1,000",용산구,6,65,30,25.19,,,112-4,11170,15
4,,2014,,,2016,아인하우스,원효로3가,"15,500",용산구,6,0,10,26.88,,,277-36,11170,5
5,,2004,,,2016,지오베르크,문배동,"18,000",용산구,6,0,2,32.49,,,17-1,11170,3
6,,2012,,,2016,프라임펠리스,문배동,"21,000",용산구,6,0,3,27.83,,,24-8,11170,4
7,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,6,90,6,37.17,,,11-10,11170,4
8,,2013,,,2016,용산큐브,문배동,"15,000",용산구,6,0,7,17.46,,,24-4,11170,3
9,,2007,,,2016,이안용산프리미어,문배동,"41,000",용산구,6,0,8,87.29,,,3-3,11170,3
10,,2012,,,2016,프라임펠리스,문배동,"5,000",용산구,6,45,9,18.77,,,24-8,11170,7
11,,2005,,,2016,이안 용산1차(11-29),문배동,"15,000",용산구,6,0,18,30.04,,,11-29,11170,9
12,,2005,,,2016,이안 용산1차,문배동,"17,500",용산구,6,0,18,30.04,,,7-6,11170,1
13,,2007,,,2016,용산아크로타워,문배동,"2,000",용산구,6,130,20,47.42,,,24-21,11170,5
14,,2010,,,2016,리첸시아 용산B,문배동,"32,000",용산구,6,0,20,59.2,,,40-31,11170,2
15,,2013,,,2016,용산큐브,문배동,"15,500",용산구,6,0,21,17.46,,,24-4,11170,3
16,,2010,,,2016,리첸시아 용산B,문배동,"33,000",용산구,6,0,23,47.51,,,40-31,11170,3
17,,2013,,,2016,용산큐브,문배동,"1,000",용산구,6,70,23,17.46,,,24-4,11170,4
18,,2013,,,2016,용산큐브,문배동,"16,500",용산구,6,0,30,17.46,,,24-4,11170,7
19,,2005,,,2016,용산파크자이,한강로1가,"22,000",용산구,6,0,2,28.46,,,50-1,11170,7
20,,2005,,,2016,용산파크자이,한강로1가,"1,000",용산구,6,100,4,37.26,,,50-1,11170,12
21,,2005,,,2016,용산파크자이,한강로1가,"24,000",용산구,6,0,15,33.46,,,50-1,11170,11
22,,2005,,,2016,용산파크자이,한강로1가,"24,000",용산구,6,0,16,36.13,,,50-1,11170,7
23,,2005,,,2016,용산파크자이,한강로1가,"11,000",용산구,6,80,17,52.55,,,50-1,11170,12
24,,2006,,,2016,용산 토투벨리,한강로2가,"19,000",용산구,6,0,7,33.93,,,2-37,11170,11
25,,2005,,,2016,한강로벽산메가트리움,한강로2가,"9,000",용산구,6,40,9,33.02,,,2-8,11170,21
26,,2004,,,2016,한강로 대우아이빌,한강로2가,"18,000",용산구,6,0,10,33.54,,,2-11,11170,4
27,,2005,,,2016,한강현대하이엘,한강로2가,"19,000",용산구,6,0,17,40.28,,,2-36,11170,8
28,,2005,,,2016,한강로벽산메가트리움,한강로2가,"1,000",용산구,6,70,23,30.35,,,2-8,11170,13
29,,2012,,,2016,아스테리움 용산,한강로2가,"40,000",용산구,6,0,24,49.66,,,419,11170,22
30,,2005,,,2016,한강현대하이엘,한강로2가,"10,000",용산구,6,35,25,40.28,,,2-36,11170,10
31,,2012,,,2016,아스테리움 용산,한강로2가,"42,000",용산구,6,0,29,49.98,,,419,11170,26
32,,2004,,,2016,한강대우트럼프월드3,한강로3가,"20,000",용산구,6,0,4,30.91,,,65-230,11170,9
33,,2006,,,2016,지에스 한강에클라스,한강로3가,"17,000",용산구,6,0,20,35.06,,,16-85,11170,11
34,,2004,,,2016,한강대우트럼프월드3,한강로3가,"17,500",용산구,6,0,21,25.59,,,65-230,11170,11
35,,2003,,,2016,디에스오피스텔,한남동,"13,000",용산구,6,0,27,28.49,,,257-1,11170,3
0,,2015,,,2016,트윈시티 남산,동자동,"1,000",용산구,7,110,25,29.95,,,56,11170,21
1,,2015,,,2016,용산KCC웰츠타워,문배동,"20,000",용산구,7,0,1,29.97,,,11-10,11170,5
2,,2007,,,2016,이안용산프리미어,문배동,"30,000",용산구,7,32,2,72.46,,,3-3,11170,3
3,,2012,,,2016,프라임펠리스,문배동,"14,000",용산구,7,0,2,18.55,,,24-8,11170,6
4,,2015,,,2016,용산KCC웰츠타워,문배동,"14,000",용산구,7,50,2,37.24,,,11-10,11170,6
5,,2013,,,2016,용산큐브,문배동,"15,500",용산구,7,0,7,17.46,,,24-4,11170,3
6,,2013,,,2016,용산큐브,문배동,"5,000",용산구,7,50,9,17.46,,,24-4,11170,5
7,,2007,,,2016,이안용산프리미어,문배동,"40,000",용산구,7,0,12,87.29,,,3-3,11170,5
8,,2007,,,2016,이안용산프리미어,문배동,"41,000",용산구,7,0,12,87.29,,,3-3,11170,5
9,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,7,80,14,29.69,,,11-10,11170,7
10,,2015,,,2016,용산KCC웰츠타워,문배동,"23,000",용산구,7,0,14,29.33,,,11-10,11170,5
11,,2013,,,2016,용산큐브,문배동,"1,000",용산구,7,70,18,17.46,,,24-4,11170,8
12,,2013,,,2016,용산큐브,문배동,"1,000",용산구,7,67,18,17.46,,,24-4,11170,4
13,,2013,,,2016,용산큐브,문배동,"16,000",용산구,7,0,18,17.46,,,24-4,11170,13
14,,2015,,,2016,용산KCC웰츠타워,문배동,"3,000",용산구,7,75,19,32.84,,,11-10,11170,3
15,,2005,,,2016,이안 용산1차(11-14),문배동,"35,000",용산구,7,0,19,73.56,,,11-14,11170,12
16,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,7,90,21,30,,,11-10,11170,6
17,,2015,,,2016,용산KCC웰츠타워,문배동,"12,000",용산구,7,40,29,29.97,,,11-10,11170,4
18,,2012,,,2016,프라임펠리스,문배동,"1,000",용산구,7,60,30,18.55,,,24-8,11170,12
19,,2005,,,2016,용산파크자이,한강로1가,"1,000",용산구,7,105,6,39.03,,,50-1,11170,19
20,,2005,,,2016,용산파크자이,한강로1가,"27,000",용산구,7,5,14,37.26,,,50-1,11170,8
21,,2005,,,2016,용산파크자이,한강로1가,"1,000",용산구,7,100,21,39.03,,,50-1,11170,9
22,,2005,,,2016,한강현대하이엘,한강로2가,"20,000",용산구,7,0,1,42.32,,,2-36,11170,8
23,,2004,,,2016,한강로 대우아이빌,한강로2가,"18,000",용산구,7,0,4,35.28,,,2-11,11170,7
24,,2005,,,2016,한강로벽산메가트리움,한강로2가,"12,300",용산구,7,0,15,32.15,,,2-8,11170,13
25,,2012,,,2016,아스테리움 용산,한강로2가,"20,000",용산구,7,80,16,49.66,,,419,11170,25
26,,2006,,,2016,용산 토투벨리,한강로2가,"12,000",용산구,7,20,17,33.93,,,2-37,11170,10
27,,2005,,,2016,한강로벽산메가트리움,한강로2가,"21,500",용산구,7,0,18,30.11,,,2-8,11170,27
28,,2005,,,2016,한강현대하이엘,한강로2가,"20,000",용산구,7,0,21,41.82,,,2-36,11170,13
29,,2012,,,2016,아스테리움 용산,한강로2가,"38,000",용산구,7,0,22,49.85,,,419,11170,26
30,,2012,,,2016,아스테리움 용산,한강로2가,"2,000",용산구,7,160,27,49.98,,,419,11170,13
31,,2005,,,2016,한강로벽산메가트리움,한강로2가,"19,000",용산구,7,0,27,30.35,,,2-8,11170,8
32,,2005,,,2016,한강로벽산메가트리움,한강로2가,"2,000",용산구,7,75,28,32.87,,,2-8,11170,3
33,,2004,,,2016,한남동 하이페리온Ⅱ,한남동,"84,000",용산구,7,0,25,145.63,,,550,11170,4
0,,2004,,,2016,갈월동 에이트리움,갈월동,"11,000",용산구,8,0,8,39.52,,,101-49,11170,21
1,,2004,,,2016,디아뜨 센트럴,원효로1가,"1,000",용산구,8,65,22,25.19,,,112-4,11170,3
2,,2015,,,2016,용산KCC웰츠타워,문배동,"24,000",용산구,8,0,3,37.07,,,11-10,11170,4
3,,2012,,,2016,프라임펠리스,문배동,"22,000",용산구,8,0,4,27.83,,,24-8,11170,5
4,,2015,,,2016,용산KCC웰츠타워,문배동,"1,500",용산구,8,80,6,28.66,,,11-10,11170,3
5,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,8,85,9,33.1,,,11-10,11170,6
6,,2013,,,2016,용산큐브,문배동,"16,300",용산구,8,0,10,17.46,,,24-4,11170,10
7,,2015,,,2016,용산KCC웰츠타워,문배동,"30,000",용산구,8,0,13,38.1,,,11-10,11170,5
8,,2007,,,2016,용산아크로타워,문배동,"21,000",용산구,8,0,17,28.72,,,24-21,11170,9
9,,2007,,,2016,용산아크로타워,문배동,"26,500",용산구,8,0,18,38.37,,,24-21,11170,8
10,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,8,85,20,29.69,,,11-10,11170,5
11,,2015,,,2016,용산KCC웰츠타워,문배동,"1,000",용산구,8,150,22,40.88,,,11-10,11170,5
12,,2007,,,2016,용산아크로타워,문배동,"25,000",용산구,8,0,24,38.37,,,24-21,11170,6
13,,2010,,,2016,리첸시아 용산B,문배동,"3,000",용산구,8,140,25,56.1,,,40-31,11170,3
14,,2007,,,2016,용산씨제이나인파크,문배동,"33,000",용산구,8,0,27,71.39,,,24-6,11170,4
